Question,question_text,Image ID,Response
Other,How many houses can you see in this image?,338547071019043_1,4
Other,How many houses can you see in this image?,338547071019043_1,4
Other,How many houses can you see in this image?,338547071019043_1,4
Other,How many houses can you see in this image?,338547071019043_1,4
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,411111884116017_1,9
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,411111884116017_1,10
Other,How many houses can you see in this image?,385677832732611_2,7
Other,How many houses can you see in this image?,385677832732611_2,6
Other,How many houses can you see in this image?,385677832732611_2,7
Other,How many houses can you see in this image?,385677832732611_2,7
Other,How many houses can you see in this image?,385677832732611_2,7
Other,How many houses can you see in this image?,385677832732611_2,7
Other,How many houses can you see in this image?,385677832732611_2,7
Other,How many houses can you see in this image?,385677832732611_2,6
Other,How many houses can you see in this image?,385677832732611_2,7
Other,How many houses can you see in this image?,385677832732611_2,7
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,312248190515118_2,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many houses can you see in this image?,650181592745832_1,10
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,879506266242895_1,6
Other,How many cars can you see in this image?,485185162587248_1,4
Other,How many cars can you see in this image?,485185162587248_1,5
Other,How many cars can you see in this image?,485185162587248_1,5
Other,How many cars can you see in this image?,485185162587248_1,4
Other,How many cars can you see in this image?,485185162587248_1,4
Other,How many cars can you see in this image?,485185162587248_1,5
Other,How many cars can you see in this image?,485185162587248_1,4
Other,How many cars can you see in this image?,485185162587248_1,5
Other,How many cars can you see in this image?,485185162587248_1,4
Other,How many cars can you see in this image?,485185162587248_1,4
Other,How many cars can you see in this image?,641514883947410_2,4
Other,How many cars can you see in this image?,641514883947410_2,4
Other,How many cars can you see in this image?,641514883947410_2,4
Other,How many cars can you see in this image?,641514883947410_2,4
Other,How many cars can you see in this image?,641514883947410_2,3
Other,How many cars can you see in this image?,641514883947410_2,5
Other,How many cars can you see in this image?,641514883947410_2,4
Other,How many cars can you see in this image?,641514883947410_2,4
Other,How many cars can you see in this image?,641514883947410_2,4
Other,How many cars can you see in this image?,641514883947410_2,4
Other,How many cars can you see in this image?,537526567253770_2,7
Other,How many cars can you see in this image?,537526567253770_2,8
Other,How many cars can you see in this image?,537526567253770_2,7
Other,How many cars can you see in this image?,537526567253770_2,7
Other,How many cars can you see in this image?,537526567253770_2,7
Other,How many cars can you see in this image?,537526567253770_2,7
Other,How many cars can you see in this image?,537526567253770_2,6
Other,How many cars can you see in this image?,537526567253770_2,7
Other,How many cars can you see in this image?,537526567253770_2,7
Other,How many cars can you see in this image?,537526567253770_2,7
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many cars can you see in this image?,306325441095187_2,5
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,485185162587248_1,7
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,879506266242895_1,10
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,641514883947410_2,6
Other,How many houses can you see in this image?,537526567253770_2,9
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,537526567253770_2,10
Other,How many houses can you see in this image?,306325441095187_2,10
Other,How many houses can you see in this image?,306325441095187_2,10
Other,How many houses can you see in this image?,306325441095187_2,9
Other,How many houses can you see in this image?,306325441095187_2,10
Other,How many houses can you see in this image?,306325441095187_2,10
Other,How many houses can you see in this image?,306325441095187_2,9
Other,How many houses can you see in this image?,306325441095187_2,9
Other,How many houses can you see in this image?,306325441095187_2,10
Other,How many houses can you see in this image?,306325441095187_2,10
Other,How many houses can you see in this image?,306325441095187_2,10
Other,How many cars can you see in this image?,876313143612569_1,6
Other,How many cars can you see in this image?,876313143612569_1,6
Other,How many cars can you see in this image?,876313143612569_1,6
Other,How many cars can you see in this image?,876313143612569_1,6
Other,How many cars can you see in this image?,876313143612569_1,7
Other,How many cars can you see in this image?,876313143612569_1,6
Other,How many cars can you see in this image?,876313143612569_1,7
Other,How many cars can you see in this image?,876313143612569_1,6
Other,How many cars can you see in this image?,876313143612569_1,6
Other,How many cars can you see in this image?,876313143612569_1,6
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,480630273567492_1,4
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,480630273567492_1,3
Other,How many cars can you see in this image?,333788578378620_1,4
Other,How many cars can you see in this image?,333788578378620_1,4
Other,How many cars can you see in this image?,333788578378620_1,3
Other,How many cars can you see in this image?,333788578378620_1,4
Other,How many cars can you see in this image?,333788578378620_1,3
Other,How many cars can you see in this image?,333788578378620_1,4
Other,How many cars can you see in this image?,333788578378620_1,3
Other,How many cars can you see in this image?,333788578378620_1,4
Other,How many cars can you see in this image?,333788578378620_1,3
Other,How many cars can you see in this image?,333788578378620_1,3
Other,How many cars can you see in this image?,445604270868011_2,6
Other,How many cars can you see in this image?,445604270868011_2,6
Other,How many cars can you see in this image?,445604270868011_2,6
Other,How many cars can you see in this image?,445604270868011_2,6
Other,How many cars can you see in this image?,445604270868011_2,6
Other,How many cars can you see in this image?,445604270868011_2,7
Other,How many cars can you see in this image?,445604270868011_2,6
Other,How many cars can you see in this image?,445604270868011_2,6
Other,How many cars can you see in this image?,445604270868011_2,6
Other,How many cars can you see in this image?,445604270868011_2,7
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many cars can you see in this image?,888180145377114_1,0
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,480630273567492_1,2
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,333788578378620_1,9
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,445604270868011_2,10
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,888180145377114_1,2
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many houses can you see in this image?,876313143612569_1,10
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,328417788719130_2,3
Other,How many cars can you see in this image?,315585850071571_2,3
Other,How many cars can you see in this image?,315585850071571_2,3
Other,How many cars can you see in this image?,315585850071571_2,3
Other,How many cars can you see in this image?,315585850071571_2,3
Other,How many cars can you see in this image?,315585850071571_2,2
Other,How many cars can you see in this image?,315585850071571_2,3
Other,How many cars can you see in this image?,315585850071571_2,2
Other,How many cars can you see in this image?,315585850071571_2,3
Other,How many cars can you see in this image?,315585850071571_2,2
Other,How many cars can you see in this image?,315585850071571_2,3
Other,How many cars can you see in this image?,558822409463195_2,4
Other,How many cars can you see in this image?,558822409463195_2,4
Other,How many cars can you see in this image?,558822409463195_2,4
Other,How many cars can you see in this image?,558822409463195_2,4
Other,How many cars can you see in this image?,558822409463195_2,4
Other,How many cars can you see in this image?,558822409463195_2,4
Other,How many cars can you see in this image?,558822409463195_2,5
Other,How many cars can you see in this image?,558822409463195_2,4
Other,How many cars can you see in this image?,558822409463195_2,3
Other,How many cars can you see in this image?,558822409463195_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many cars can you see in this image?,492107632018177_2,4
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,328417788719130_2,1
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,492107632018177_2,7
Other,How many houses can you see in this image?,315585850071571_2,10
Other,How many houses can you see in this image?,315585850071571_2,10
Other,How many houses can you see in this image?,315585850071571_2,9
Other,How many houses can you see in this image?,315585850071571_2,9
Other,How many houses can you see in this image?,315585850071571_2,10
Other,How many houses can you see in this image?,315585850071571_2,9
Other,How many houses can you see in this image?,315585850071571_2,9
Other,How many houses can you see in this image?,315585850071571_2,9
Other,How many houses can you see in this image?,315585850071571_2,10
Other,How many houses can you see in this image?,315585850071571_2,9
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many houses can you see in this image?,558822409463195_2,10
Other,How many cars can you see in this image?,4286811648042509_2,7
Other,How many cars can you see in this image?,4286811648042509_2,6
Other,How many cars can you see in this image?,4286811648042509_2,6
Other,How many cars can you see in this image?,4286811648042509_2,6
Other,How many cars can you see in this image?,4286811648042509_2,6
Other,How many cars can you see in this image?,4286811648042509_2,7
Other,How many cars can you see in this image?,4286811648042509_2,6
Other,How many cars can you see in this image?,4286811648042509_2,6
Other,How many cars can you see in this image?,4286811648042509_2,6
Other,How many cars can you see in this image?,4286811648042509_2,6
Other,How many houses can you see in this image?,4286811648042509_2,2
Other,How many houses can you see in this image?,4286811648042509_2,2
Other,How many houses can you see in this image?,4286811648042509_2,2
Other,How many houses can you see in this image?,4286811648042509_2,2
Other,How many houses can you see in this image?,4286811648042509_2,2
Other,How many houses can you see in this image?,4286811648042509_2,3
Other,How many houses can you see in this image?,4286811648042509_2,2
Other,How many houses can you see in this image?,4286811648042509_2,2
Other,How many houses can you see in this image?,4286811648042509_2,3
Other,How many houses can you see in this image?,4286811648042509_2,2
Other,How many cars can you see in this image?,529501884895497_1,2
Other,How many cars can you see in this image?,529501884895497_1,3
Other,How many cars can you see in this image?,529501884895497_1,3
Other,How many cars can you see in this image?,529501884895497_1,3
Other,How many cars can you see in this image?,529501884895497_1,3
Other,How many cars can you see in this image?,529501884895497_1,3
Other,How many cars can you see in this image?,529501884895497_1,4
Other,How many cars can you see in this image?,529501884895497_1,3
Other,How many cars can you see in this image?,529501884895497_1,3
Other,How many cars can you see in this image?,529501884895497_1,2
Other,How many cars can you see in this image?,3013011065654463_2,5
Other,How many cars can you see in this image?,3013011065654463_2,5
Other,How many cars can you see in this image?,3013011065654463_2,5
Other,How many cars can you see in this image?,3013011065654463_2,4
Other,How many cars can you see in this image?,3013011065654463_2,5
Other,How many cars can you see in this image?,3013011065654463_2,5
Other,How many cars can you see in this image?,3013011065654463_2,5
Other,How many cars can you see in this image?,3013011065654463_2,4
Other,How many cars can you see in this image?,3013011065654463_2,5
Other,How many cars can you see in this image?,3013011065654463_2,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,894462847799632_1,5
Other,How many cars can you see in this image?,545819109744184_1,8
Other,How many cars can you see in this image?,545819109744184_1,7
Other,How many cars can you see in this image?,545819109744184_1,9
Other,How many cars can you see in this image?,545819109744184_1,7
Other,How many cars can you see in this image?,545819109744184_1,7
Other,How many cars can you see in this image?,545819109744184_1,7
Other,How many cars can you see in this image?,545819109744184_1,9
Other,How many cars can you see in this image?,545819109744184_1,7
Other,How many cars can you see in this image?,545819109744184_1,7
Other,How many cars can you see in this image?,545819109744184_1,7
Other,How many cars can you see in this image?,204530751928689_1,5
Other,How many cars can you see in this image?,204530751928689_1,5
Other,How many cars can you see in this image?,204530751928689_1,5
Other,How many cars can you see in this image?,204530751928689_1,4
Other,How many cars can you see in this image?,204530751928689_1,5
Other,How many cars can you see in this image?,204530751928689_1,4
Other,How many cars can you see in this image?,204530751928689_1,5
Other,How many cars can you see in this image?,204530751928689_1,5
Other,How many cars can you see in this image?,204530751928689_1,5
Other,How many cars can you see in this image?,204530751928689_1,5
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,529501884895497_1,10
Other,How many houses can you see in this image?,894462847799632_1,9
Other,How many houses can you see in this image?,894462847799632_1,9
Other,How many houses can you see in this image?,894462847799632_1,9
Other,How many houses can you see in this image?,894462847799632_1,9
Other,How many houses can you see in this image?,894462847799632_1,10
Other,How many houses can you see in this image?,894462847799632_1,10
Other,How many houses can you see in this image?,894462847799632_1,10
Other,How many houses can you see in this image?,894462847799632_1,10
Other,How many houses can you see in this image?,894462847799632_1,10
Other,How many houses can you see in this image?,894462847799632_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,545819109744184_1,10
Other,How many houses can you see in this image?,204530751928689_1,7
Other,How many houses can you see in this image?,204530751928689_1,9
Other,How many houses can you see in this image?,204530751928689_1,9
Other,How many houses can you see in this image?,204530751928689_1,9
Other,How many houses can you see in this image?,204530751928689_1,9
Other,How many houses can you see in this image?,204530751928689_1,9
Other,How many houses can you see in this image?,204530751928689_1,9
Other,How many houses can you see in this image?,204530751928689_1,9
Other,How many houses can you see in this image?,204530751928689_1,9
Other,How many houses can you see in this image?,204530751928689_1,10
Other,How many houses can you see in this image?,3013011065654463_2,12
Other,How many houses can you see in this image?,3013011065654463_2,15
Other,How many houses can you see in this image?,3013011065654463_2,15
Other,How many houses can you see in this image?,3013011065654463_2,15
Other,How many houses can you see in this image?,3013011065654463_2,15
Other,How many houses can you see in this image?,3013011065654463_2,15
Other,How many houses can you see in this image?,3013011065654463_2,15
Other,How many houses can you see in this image?,3013011065654463_2,15
Other,How many houses can you see in this image?,3013011065654463_2,12
Other,How many houses can you see in this image?,3013011065654463_2,15
Other,How many cars can you see in this image?,319953132834337_2,Error
Other,How many cars can you see in this image?,319953132834337_2,Error
Other,How many cars can you see in this image?,319953132834337_2,Error
Other,How many cars can you see in this image?,319953132834337_2,Error
Other,How many cars can you see in this image?,319953132834337_2,Error
Other,How many cars can you see in this image?,319953132834337_2,3
Other,How many cars can you see in this image?,319953132834337_2,4
Other,How many cars can you see in this image?,319953132834337_2,3
Other,How many cars can you see in this image?,319953132834337_2,Error
Other,How many cars can you see in this image?,319953132834337_2,Error
Other,How many cars can you see in this image?,3434500603448597_2,Error
Other,How many cars can you see in this image?,3434500603448597_2,Error
Other,How many cars can you see in this image?,3434500603448597_2,Error
Other,How many cars can you see in this image?,3434500603448597_2,Error
Other,How many cars can you see in this image?,3434500603448597_2,Error
Other,How many cars can you see in this image?,3434500603448597_2,6
Other,How many cars can you see in this image?,3434500603448597_2,6
Other,How many cars can you see in this image?,3434500603448597_2,7
Other,How many cars can you see in this image?,3434500603448597_2,7
Other,How many cars can you see in this image?,3434500603448597_2,Error
Other,How many cars can you see in this image?,227449235496504_1,1
Other,How many cars can you see in this image?,227449235496504_1,Error
Other,How many cars can you see in this image?,227449235496504_1,Error
Other,How many cars can you see in this image?,227449235496504_1,Error
Other,How many cars can you see in this image?,227449235496504_1,Error
Other,How many cars can you see in this image?,227449235496504_1,1
Other,How many cars can you see in this image?,227449235496504_1,2
Other,How many cars can you see in this image?,227449235496504_1,1
Other,How many cars can you see in this image?,227449235496504_1,1
Other,How many cars can you see in this image?,227449235496504_1,1
Other,How many cars can you see in this image?,813882462866599_1,Error
Other,How many cars can you see in this image?,813882462866599_1,Error
Other,How many cars can you see in this image?,813882462866599_1,Error
Other,How many cars can you see in this image?,813882462866599_1,Error
Other,How many cars can you see in this image?,813882462866599_1,Error
Other,How many cars can you see in this image?,813882462866599_1,2
Other,How many cars can you see in this image?,813882462866599_1,2
Other,How many cars can you see in this image?,813882462866599_1,2
Other,How many cars can you see in this image?,813882462866599_1,2
Other,How many cars can you see in this image?,813882462866599_1,2
Other,How many cars can you see in this image?,304066971422543_1,Error
Other,How many cars can you see in this image?,304066971422543_1,Error
Other,How many cars can you see in this image?,304066971422543_1,Error
Other,How many cars can you see in this image?,304066971422543_1,Error
Other,How many cars can you see in this image?,304066971422543_1,Error
Other,How many cars can you see in this image?,304066971422543_1,Error
Other,How many cars can you see in this image?,304066971422543_1,Error
Other,How many cars can you see in this image?,304066971422543_1,Error
Other,How many cars can you see in this image?,304066971422543_1,4
Other,How many cars can you see in this image?,304066971422543_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,227449235496504_1,3
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,3434500603448597_2,7
Other,How many houses can you see in this image?,319953132834337_2,10
Other,How many houses can you see in this image?,319953132834337_2,12
Other,How many houses can you see in this image?,319953132834337_2,12
Other,How many houses can you see in this image?,319953132834337_2,Error
Other,How many houses can you see in this image?,319953132834337_2,12
Other,How many houses can you see in this image?,319953132834337_2,12
Other,How many houses can you see in this image?,319953132834337_2,12
Other,How many houses can you see in this image?,319953132834337_2,10
Other,How many houses can you see in this image?,319953132834337_2,10
Other,How many houses can you see in this image?,319953132834337_2,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,304066971422543_1,10
Other,How many houses can you see in this image?,813882462866599_1,9
Other,How many houses can you see in this image?,813882462866599_1,10
Other,How many houses can you see in this image?,813882462866599_1,9
Other,How many houses can you see in this image?,813882462866599_1,9
Other,How many houses can you see in this image?,813882462866599_1,9
Other,How many houses can you see in this image?,813882462866599_1,10
Other,How many houses can you see in this image?,813882462866599_1,10
Other,How many houses can you see in this image?,813882462866599_1,10
Other,How many houses can you see in this image?,813882462866599_1,10
Other,How many houses can you see in this image?,813882462866599_1,10
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,509263773450933_1,3
Other,How many cars can you see in this image?,308619867384232_2,0
